Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,License URL
NY.ADJ.AEDU.CD,CC BY-4.0,Adjusted savings: education expenditure (current US$),"Education expenditure refers to the current operating expenditures in education, including wages and salaries and excluding capital investments in buildings and equipment.",UNESCO; data are extrapolated to the most recent year available,Economic Policy & Debt: National accounts: Adjusted savings & income,Annual,https://datacatalog.worldbank.org/public-licenses#cc-by
